work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,EN,FT,Data Analyst,82000,USD,82000,US,100,US,M
2024,EN,FT,Data Analyst,64000,USD,64000,US,100,US,M
2024,MI,FT,ETL Developer,160000,USD,160000,US,0,US,M
2024,MI,FT,ETL Developer,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Analytics Manager,178250,USD,178250,US,100,US,M
2024,MI,FT,Data Analytics Manager,105500,USD,105500,US,100,US,M
2024,MI,FT,Data Scientist,147400,USD,147400,US,0,US,M
2024,MI,FT,Data Scientist,135097,USD,135097,US,0,US,M
2024,MI,FT,Data Specialist,93150,USD,93150,US,0,US,M
2024,MI,FT,Data Specialist,68850,USD,68850,US,0,US,M
2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2024,MI,FT,Data Engineer,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Data Engineer,55000,GBP,68750,GB,0,GB,M
2024,EN,FT,Data Analyst,88800,USD,88800,US,0,US,M
2024,EN,FT,Data Analyst,64600,USD,64600,US,0,US,M
2024,MI,FT,Data Scientist,86218,USD,86218,CA,0,CA,M
2024,MI,FT,Data Scientist,68975,USD,68975,CA,0,CA,M
2024,MI,FT,Data Analyst,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Analyst,73100,USD,73100,US,0,US,M
2024,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
2024,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Integration Specialist,240000,USD,240000,US,100,US,M
2024,MI,FT,Data Integration Specialist,100000,USD,100000,US,100,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M
2024,MI,FT,Data Scientist,116000,USD,116000,US,0,US,M
2024,MI,FT,Data Scientist,176000,USD,176000,US,100,US,M
2024,MI,FT,Data Scientist,117000,USD,117000,US,100,US,M
2024,EN,FT,Research Analyst,127305,USD,127305,CA,0,CA,M
2024,EN,FT,Research Analyst,99548,USD,99548,CA,0,CA,M
2024,EN,FT,Data Analyst,153000,USD,153000,US,100,US,M
2024,EN,FT,Data Analyst,96000,USD,96000,US,100,US,M
2024,EN,FT,Data Analyst,153000,USD,153000,US,100,US,M
2024,EN,FT,Data Analyst,96000,USD,96000,US,100,US,M
2024,MI,FT,Data Engineer,80000,USD,80000,US,100,US,M
2024,MI,FT,Data Engineer,67000,USD,67000,US,100,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M
2024,MI,FT,Data Engineer,85000,USD,85000,US,100,US,M
2024,MI,FT,BI Developer,106100,USD,106100,US,0,US,M
2024,MI,FT,BI Developer,74300,USD,74300,US,0,US,M
2024,MI,FT,Data Engineer,143000,USD,143000,US,0,US,M
2024,MI,FT,Data Engineer,102000,USD,102000,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,125000,USD,125000,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,89000,USD,89000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,223100,USD,223100,US,0,US,M
2024,MI,FT,Machine Learning Engineer,126400,USD,126400,US,0,US,M
2024,MI,FT,Data Engineer,89000,USD,89000,US,0,US,M
2024,MI,FT,Data Engineer,62300,USD,62300,US,0,US,M
2024,EN,FT,Data Analyst,85000,USD,85000,US,0,US,M
2024,EN,FT,Data Analyst,68000,USD,68000,US,0,US,M
2024,MI,FT,Data Engineer,106100,USD,106100,US,0,US,M
2024,MI,FT,Data Engineer,74300,USD,74300,US,0,US,M
2024,EN,FT,Data Analyst,85420,USD,85420,US,0,US,M
2024,EN,FT,Data Analyst,65400,USD,65400,US,0,US,M
2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,MI,FT,Data Scientist,143000,USD,143000,US,0,US,M
2024,EN,FT,Data Analyst,60080,USD,60080,US,0,US,M
2024,EN,FT,Data Analyst,57300,USD,57300,US,0,US,M
2024,MI,FT,Data Scientist,194500,USD,194500,US,0,US,M
2024,MI,FT,Data Scientist,125500,USD,125500,US,0,US,M
2024,MI,FT,Cloud Database Engineer,189000,USD,189000,US,0,US,M
2024,MI,FT,Cloud Database Engineer,106000,USD,106000,US,0,US,M
2024,MI,FT,Machine Learning Scientist,720000,USD,720000,US,0,US,M
2024,MI,FT,Machine Learning Scientist,170000,USD,170000,US,0,US,M
2024,EN,FT,Data Analyst,181610,USD,181610,US,0,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Specialist,90000,USD,90000,US,0,US,M
2024,EN,FT,Data Specialist,65000,USD,65000,US,0,US,M
2024,EN,PT,Applied Scientist,151260,USD,151260,US,0,US,L
2024,EN,PT,Applied Scientist,30000,USD,30000,US,0,US,L
2024,MI,FT,Data Operations Analyst,114000,USD,114000,US,0,US,M
2024,MI,FT,Data Operations Analyst,67000,USD,67000,US,0,US,M
2023,EN,FT,Data Analyst,25000,EUR,26992,GR,100,GB,S
2024,EN,FT,Data Engineer,115000,USD,115000,US,100,US,M
2024,EN,FT,Data Engineer,87550,USD,87550,US,100,US,M
2024,EN,FT,Data Analyst,123625,USD,123625,US,0,US,M
2024,EN,FT,Data Analyst,77265,USD,77265,US,0,US,M
2024,EN,FT,Data Analyst,150700,USD,150700,US,0,US,M
2024,EN,FT,Data Analyst,87400,USD,87400,US,0,US,M
2024,MI,FT,Data Engineer,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Data Engineer,27000,GBP,33750,GB,0,GB,M
2024,EN,FT,Research Scientist,253000,USD,253000,US,0,US,M
2024,EN,FT,Research Scientist,160000,USD,160000,US,0,US,M
2024,EN,FT,Data Operations Analyst,90000,USD,90000,US,100,US,M
2024,EN,FT,Data Operations Analyst,70000,USD,70000,US,100,US,M
2024,EN,FT,Data Analyst,122328,USD,122328,US,0,US,M
2024,EN,FT,Data Analyst,71958,USD,71958,US,0,US,M
2024,MI,FT,Data Engineer,45000,GBP,56250,GB,0,GB,M
2024,MI,FT,Data Engineer,35000,GBP,43750,GB,0,GB,M
2024,MI,FT,Data Developer,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Developer,79000,USD,79000,US,0,US,M
2024,EN,FT,Data Scientist,150000,USD,150000,US,0,US,M
2024,EN,FT,Data Scientist,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Scientist,132100,USD,132100,US,0,US,M
2024,MI,FT,Data Scientist,68400,USD,68400,US,0,US,M
2024,EN,FT,Data Management Analyst,75000,USD,75000,US,0,US,M
2024,EN,FT,Data Management Analyst,50000,USD,50000,US,0,US,M
2024,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M
2024,MI,FT,Data Scientist,90500,USD,90500,US,100,US,M
2024,MI,FT,Analytics Engineer,130000,GBP,162500,GB,100,GB,M
2024,MI,FT,Analytics Engineer,92000,GBP,115000,GB,100,GB,M
2024,EN,FT,Data Management Analyst,90000,USD,90000,US,0,US,M
2024,EN,FT,Data Management Analyst,60000,USD,60000,US,0,US,M
2024,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M
2024,MI,FT,Data Engineer,85000,USD,85000,US,100,US,M
2024,MI,FT,BI Data Analyst,40000,GBP,50000,GB,50,GB,L
2024,EN,FL,Applied Data Scientist,30000,USD,30000,GB,100,GB,M
2024,MI,FT,Data Scientist,46203,GBP,57753,GB,0,GB,M
2024,MI,FT,Data Scientist,38280,GBP,47850,GB,0,GB,M
2024,EN,FT,Insight Analyst,50000,USD,50000,US,100,US,M
2024,EN,FT,Insight Analyst,40000,USD,40000,US,100,US,M
2024,EN,FT,Business Intelligence Analyst,192300,USD,192300,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,120200,USD,120200,US,0,US,M
2024,EN,FT,Analytics Engineer,132500,USD,132500,US,0,US,M
2024,EN,FT,Analytics Engineer,111500,USD,111500,US,0,US,M
2024,EN,FT,Data Engineer,234000,USD,234000,US,0,US,M
2024,EN,FT,Data Engineer,146000,USD,146000,US,0,US,M
2024,MI,FT,Data Scientist,152000,USD,152000,CA,0,CA,M
2024,MI,FT,Data Scientist,98000,USD,98000,CA,0,CA,M
2024,MI,FT,Data Engineer,146000,USD,146000,US,100,US,M
2024,MI,FT,Data Engineer,110000,USD,110000,US,100,US,M
2024,MI,FT,Machine Learning Engineer,160480,USD,160480,US,0,US,M
2024,MI,FT,Machine Learning Engineer,109920,USD,109920,US,0,US,M
2024,EN,FT,Data Analyst,84000,USD,84000,US,0,US,M
2024,EN,FT,Data Analyst,75800,USD,75800,US,0,US,M
2024,MI,FT,Cloud Database Engineer,146125,USD,146125,US,100,US,M
2024,MI,FT,Cloud Database Engineer,82000,USD,82000,US,100,US,M
2024,MI,FT,Business Intelligence,207600,USD,207600,US,0,US,M
2024,MI,FT,Business Intelligence,138400,USD,138400,US,0,US,M
2024,EN,FT,Data Analyst,94600,USD,94600,US,0,US,M
2024,EN,FT,Data Analyst,75700,USD,75700,US,0,US,M
2024,MI,FT,Data Engineer,168000,USD,168000,US,0,US,M
2024,MI,FT,Data Engineer,158000,USD,158000,US,0,US,M
2024,MI,FT,BI Analyst,85000,USD,85000,US,100,US,M
2024,MI,FT,BI Analyst,70000,USD,70000,US,100,US,M
2024,MI,FT,Data Scientist,175000,USD,175000,US,100,US,M
2024,MI,FT,Data Scientist,135000,USD,135000,US,100,US,M
2024,MI,FT,Data Manager,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Manager,70000,USD,70000,US,0,US,M
2024,MI,FT,Data Integration Specialist,75000,GBP,93750,GB,100,GB,M
2024,MI,FT,Data Integration Specialist,55000,GBP,68750,GB,100,GB,M
2024,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Scientist,70000,USD,70000,US,0,US,M
2024,EN,FT,Machine Learning Engineer,157900,USD,157900,CA,100,CA,M
2024,EN,FT,Machine Learning Engineer,105300,USD,105300,CA,100,CA,M
2024,MI,FT,Data Scientist,252000,USD,252000,US,0,US,M
2024,MI,FT,Data Scientist,168000,USD,168000,US,0,US,M
2024,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M
2024,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
2024,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
2024,MI,FT,Data Analyst,117000,USD,117000,US,0,US,M
2024,MI,FT,Research Engineer,440000,USD,440000,US,0,US,M
2024,MI,FT,Research Engineer,295000,USD,295000,US,0,US,M
2024,MI,FT,Data Scientist,70000,GBP,87500,GB,0,GB,M
2024,MI,FT,Data Scientist,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,MI,FT,Data Analyst,120000,USD,120000,US,100,US,M
2024,MI,FT,Data Engineer,148000,USD,148000,US,0,US,M
2024,MI,FT,Data Engineer,106500,USD,106500,US,0,US,M
2024,EN,FT,Data Scientist,51550,EUR,57277,FR,50,FR,M
2024,MI,FT,Analytics Engineer,126000,USD,126000,US,0,US,M
2024,MI,FT,Analytics Engineer,78000,USD,78000,US,0,US,M
2024,MI,FT,Data Engineer,172400,USD,172400,US,0,US,M
2024,MI,FT,Data Engineer,109000,USD,109000,US,0,US,M
2024,EN,FT,Data Analyst,88800,USD,88800,US,0,US,M
2024,EN,FT,Data Analyst,64600,USD,64600,US,0,US,M
2024,MI,FT,MLOps Engineer,156200,USD,156200,CA,0,CA,M
2024,MI,FT,MLOps Engineer,106500,USD,106500,CA,0,CA,M
2024,EN,FT,Research Analyst,106000,USD,106000,US,0,US,M
2024,EN,FT,Research Analyst,66000,USD,66000,US,0,US,M
2024,EN,FT,Data Analyst,157600,USD,157600,US,0,US,M
2024,EN,FT,Data Analyst,96800,USD,96800,US,0,US,M
2024,MI,FT,Big Data Engineer,2300000,INR,27611,IN,100,IN,L
2024,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,EN,FT,Data Analyst,50000,USD,50000,US,0,US,M
2024,EN,FT,Data Analyst,192500,USD,192500,US,0,US,M
2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,MI,FT,Data Scientist,154500,USD,154500,US,0,US,M
2024,MI,FT,Data Scientist,75705,USD,75705,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,95000,USD,95000,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,85000,USD,85000,US,0,US,M
2024,MI,FT,Business Intelligence Manager,164700,USD,164700,US,0,US,M
2024,MI,FT,Business Intelligence Manager,117500,USD,117500,US,0,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,EN,FT,Data Analyst,45700,USD,45700,US,0,US,M
2024,MI,FT,Research Scientist,138000,USD,138000,US,0,US,M
2024,MI,FT,Research Scientist,86000,USD,86000,US,0,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M
2024,MI,FT,Data Scientist,243500,USD,243500,US,0,US,M
2024,MI,FT,Data Scientist,201400,USD,201400,US,0,US,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,EN,FT,Data Analyst,26800,GBP,33500,GB,0,GB,M
2024,MI,FT,Data Analyst,110000,USD,110000,US,0,US,M
2024,MI,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,MI,FT,Data Analyst,85000,USD,85000,US,100,US,M
2024,MI,FT,Data Analyst,61800,USD,61800,US,100,US,M
2024,MI,FT,Data Engineer,242100,USD,242100,US,0,US,M
2024,MI,FT,Data Engineer,116200,USD,116200,US,0,US,M
2024,MI,FT,Data Manager,128000,USD,128000,US,0,US,M
2024,MI,FT,Data Manager,81500,USD,81500,US,0,US,M
2024,MI,FT,Data Specialist,69000,USD,69000,US,0,US,M
2024,MI,FT,Data Specialist,44000,USD,44000,US,0,US,M
2024,MI,FT,Data Analyst,77280,USD,77280,US,0,US,M
2024,MI,FT,Data Analyst,58000,USD,58000,US,0,US,M
2024,EN,FT,Business Intelligence,166000,USD,166000,US,100,US,M
2024,EN,FT,Business Intelligence,119000,USD,119000,US,100,US,M
2024,MI,FT,Research Scientist,218213,USD,218213,US,0,US,M
2024,MI,FT,Research Scientist,151800,USD,151800,US,0,US,M
2024,MI,FT,Data Integration Engineer,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Integration Engineer,70000,USD,70000,US,0,US,M
2024,MI,FT,Data Engineer,200000,USD,200000,US,0,US,M
2024,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M
2024,EN,FT,Data Analyst,70000,USD,70000,US,100,US,M
2024,EN,FT,Data Analyst,60000,USD,60000,US,100,US,M
2024,MI,FT,Data Scientist,328000,USD,328000,US,0,US,M
2024,MI,FT,Data Scientist,258000,USD,258000,US,0,US,M
2024,EN,FT,Data Scientist,70000,USD,70000,US,0,US,M
2024,EN,FT,Data Scientist,64000,USD,64000,US,0,US,M
2024,EN,FT,Research Analyst,219000,USD,219000,US,0,US,M
2024,EN,FT,Research Analyst,123000,USD,123000,US,0,US,M
2024,MI,FT,Data Scientist,212000,USD,212000,US,0,US,M
2024,MI,FT,Data Scientist,93300,USD,93300,US,0,US,M
2024,EN,FT,BI Analyst,157600,USD,157600,US,0,US,M
2024,EN,FT,BI Analyst,96800,USD,96800,US,0,US,M
2024,EN,FT,Data Analyst,137100,USD,137100,US,0,US,M
2024,EN,FT,Data Analyst,109700,USD,109700,US,0,US,M
2024,MI,FT,Data Manager,83300,USD,83300,US,0,US,M
2024,MI,FT,Data Manager,47500,USD,47500,US,0,US,M
2024,MI,FT,Cloud Database Engineer,189000,USD,189000,US,0,US,M
2024,MI,FT,Cloud Database Engineer,106000,USD,106000,US,0,US,M
2024,EN,FT,Research Engineer,101200,USD,101200,US,0,US,M
2024,EN,FT,Research Engineer,57700,USD,57700,US,0,US,M
2024,EN,FT,Data Reporting Analyst,90300,USD,90300,US,0,US,M
2024,EN,FT,Data Reporting Analyst,50200,USD,50200,US,0,US,M
2024,EN,FT,Data Engineer,146000,USD,146000,US,0,US,M
2024,EN,FT,Data Engineer,98000,USD,98000,US,0,US,M
2024,MI,FT,Data Specialist,105000,USD,105000,AU,0,AU,M
2024,MI,FT,Data Specialist,80000,USD,80000,AU,0,AU,M
2024,MI,FT,Data Engineer,115000,USD,115000,US,100,US,M
2024,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M
2024,MI,FT,Business Intelligence Analyst,181280,USD,181280,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,164800,USD,164800,US,0,US,M
2024,MI,FT,Data Analyst,107500,USD,107500,US,0,US,M
2024,MI,FT,Data Analyst,96750,USD,96750,US,0,US,M
2024,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M
2024,MI,FT,Data Scientist,127500,USD,127500,US,100,US,M
2024,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M
2024,MI,FT,Business Intelligence Developer,95413,USD,95413,US,100,US,M
2024,MI,FT,Business Intelligence Developer,70692,USD,70692,US,100,US,M
2024,MI,FT,Data Engineer,98000,USD,98000,US,0,US,M
2024,MI,FT,Data Engineer,68300,USD,68300,US,0,US,M
2024,MI,FT,Machine Learning Engineer,223100,USD,223100,US,100,US,M
2024,MI,FT,Machine Learning Engineer,126400,USD,126400,US,100,US,M
2024,MI,FT,Research Engineer,166000,USD,166000,US,0,US,M
2024,MI,FT,Research Engineer,73000,USD,73000,US,0,US,M
2024,EN,FT,Data Analyst,130000,USD,130000,US,0,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Analyst,39600,EUR,44000,LT,0,LT,M
2024,EN,FT,Data Analyst,33600,EUR,37333,LT,0,LT,M
2024,MI,FT,Data Scientist,135000,USD,135000,US,100,US,M
2024,MI,FT,Data Scientist,110000,USD,110000,US,100,US,M
2024,MI,FT,Data Engineer,210000,USD,210000,US,0,US,M
2024,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Scientist,136000,USD,136000,US,0,US,M
2024,MI,FT,Data Scientist,106700,USD,106700,US,0,US,M
2024,MI,FT,Data Scientist,164000,USD,164000,US,0,US,M
2024,MI,FT,Data Scientist,131000,USD,131000,US,0,US,M
2024,MI,FT,Applied Scientist,250000,USD,250000,US,0,US,M
2024,MI,FT,Applied Scientist,170000,USD,170000,US,0,US,M
2024,MI,FT,Data Scientist,240000,USD,240000,US,0,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
2024,EN,FT,Data Analyst,184180,USD,184180,US,0,US,M
2024,EN,FT,Data Analyst,159870,USD,159870,US,0,US,M
2024,EN,FT,Data Analyst,291900,USD,291900,US,0,US,M
2024,EN,FT,Data Analyst,103800,USD,103800,US,0,US,M
2024,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M
2024,MI,FT,Data Scientist,70000,USD,70000,US,100,US,M
2024,EN,FT,Data Management Analyst,145000,USD,145000,US,0,US,M
2024,EN,FT,Data Management Analyst,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Scientist,142100,USD,142100,US,0,US,M
2024,MI,FT,Data Scientist,94700,USD,94700,US,0,US,M
2024,MI,FT,AI Engineer,166000,USD,166000,US,0,US,M
2024,MI,FT,AI Engineer,73100,USD,73100,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,MI,FT,Data Scientist,99000,USD,99000,US,0,US,M
2024,MI,FT,Data Scientist,87000,USD,87000,US,0,US,M
2024,EN,FT,Data Operations Analyst,110500,USD,110500,US,0,US,M
2024,EN,FT,Data Operations Analyst,69000,USD,69000,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,107690,USD,107690,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,78300,USD,78300,US,0,US,M
2024,EN,FT,Analytics Engineer,131000,USD,131000,US,100,US,M
2024,EN,FT,Analytics Engineer,110000,USD,110000,US,100,US,M
2024,EN,FT,Data Analyst,133000,USD,133000,US,0,US,M
2024,EN,FT,Data Analyst,58400,USD,58400,US,0,US,M
2024,EN,FT,Data Engineer,115000,USD,115000,US,100,US,M
2024,EN,FT,Data Engineer,87550,USD,87550,US,100,US,M
2024,EN,FT,Research Analyst,133000,USD,133000,US,0,US,M
2024,EN,FT,Research Analyst,58400,USD,58400,US,0,US,M
2024,EN,FT,Machine Learning Engineer,187500,USD,187500,US,0,US,M
2024,EN,FT,Machine Learning Engineer,99500,USD,99500,US,0,US,M
2024,EN,FT,Data Analyst,113800,USD,113800,US,100,US,M
2024,EN,FT,Data Analyst,74400,USD,74400,US,100,US,M
2024,EN,FT,Data Analyst,158000,USD,158000,US,0,US,M
2024,EN,FT,Data Analyst,105000,USD,105000,US,0,US,M
2024,MI,FT,Data Manager,128000,USD,128000,US,0,US,M
2024,MI,FT,Data Manager,81500,USD,81500,US,0,US,M
2024,MI,FT,Data Scientist,140000,USD,140000,US,100,US,M
